id,cod_dep,year,depa,geo_area,coord_x,coord_y,area_k,pob,atenciones,morbilidad,t_morbi,tot_tb_new,t_incidencia,tbp_to_new,t_tbp_new,to_tbp_bkp,t_incid_tbp_bkp,fall_tb,t_mortalidad,t_letalidad,sr_i,sr_e,sr_e_bkp,sr_dx_tb_bkpn,sri_atenciones,ser_sri,positividad_sre,tb_extrapul,contact_cen,contac_exam,p_cont_exam,contac_tb,p_contac_tb,contac_tb_bk,contac_tb_mdr_exam,contac_tb_mdr_exam_con_tb,cont_19_cen_px_bk,cont_19_con_quimio,qumio_pac_vih,tb_vih,tasa_tb_vih,tb_vih_nuevos,tasa_tb_vih_nuevos,tb_vih_pulm,tasa_tb_vih_pulm,tb_vih_antes_tratado,tasa_tb_vih_antes_tratado,tb_mdr,tb_xdr,t_mdr,t_xdr,Individ_tx,Estand_tx,Emp_tx,total_retra,gestante,trabajador_salud,diabetes,lab_bk
333,21,2006,Puno,Highland,-69.95356523,-14.93174694,68143.9,1329958,1059695.00,223.00,16.77,179.00,29.93,87.00,23.01,259.00,19.47,29.00,2.18,6.52,56030.00,56030.00,254.00,275.00,5.29,100.00,0.45,92.00,1032.00,1017.00,98.55,1.00,0.10,0.00,,,355.00,346.00,4.00,,,,,,,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
334,21,2007,Puno,Highland,-69.95356523,-14.93174694,68143.9,1311190,546370.00,461.00,35.16,407.00,31.04,313.00,23.87,258.00,19.68,24.00,1.83,5.21,54495.00,54028.00,295.00,,5.90,99.14,0.55,94.00,1488.00,1375.00,92.41,6.00,0.44,4.00,2.00,0.00,,243.00,0.00,2.00,0.15,2.00,0.15,1.00,0.08,0.00,0.00,1.00,0.00,0.08,0.00,0.00,0.00,1.00,1.00,,0.00,,
335,21,2008,Puno,Highland,-69.95356523,-14.93174694,68143.9,1324194,1054546.00,426.00,32.17,379.00,28.62,285.00,21.52,236.00,17.82,25.00,1.89,5.87,59068.00,59040.00,281.00,,5.60,99.95,0.48,94.00,1416.00,1379.00,97.39,2.00,0.15,1.00,0.00,0.00,143.00,423.00,0.00,2.00,0.15,2.00,0.15,1.00,0.08,0.00,0.00,2.00,0.00,0.15,0.00,2.00,0.00,0.00,2.00,,1.00,,55.00
336,21,2009,Puno,Highland,-69.95356523,-14.93174694,68143.9,1338163,1290815.00,412.00,30.79,376.00,28.10,278.00,20.77,225.00,16.81,36.00,2.69,8.74,63474.00,63474.00,271.00,,4.92,100.00,0.43,98.00,1203.00,1099.00,91.36,4.00,0.36,1.00,0.00,1.00,,299.00,1.00,1.00,0.07,1.00,0.07,1.00,0.07,0.00,0.00,2.00,0.00,0.15,0.00,0.00,0.00,2.00,2.00,,2.00,,55.00
337,21,2010,Puno,Highland,-69.95356523,-14.93174694,68143.9,1352523,1383544.00,437.00,32.31,398.00,29.43,325.00,24.03,257.00,19.00,36.00,2.66,8.24,70018.00,70018.00,305.00,,5.06,100.00,0.44,73.00,1455.00,1438.00,98.83,3.00,0.21,3.00,1.00,0.00,,389.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.22,0.00,2.00,0.00,1.00,3.00,4.00,,3.00,55.00
338,21,2011,Puno,Highland,-69.95356523,-14.93174694,68143.9,"1,364,752",1893705.00,496.00,36.34,462.00,29.24,353.00,25.87,275.00,20.15,27.00,1.98,5.44,84346.00,84465.00,292.00,,4.45,100.14,0.35,109.00,1374.00,1293.00,94.11,1.00,0.08,1.00,0.00,0.00,0.00,314.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.15,0.00,1.00,0.00,2.00,3.00,,0.00,,56.00
339,21,2012,Puno,Highland,-69.95356523,-14.93174694,68143.9,1377122,1591010.00,383.00,27.81,357.00,25.92,284.00,20.62,230.00,16.70,35.00,2.54,9.14,77915.00,77902.00,267.00,,4.90,99.98,0.34,73.00,1134.00,1058.00,93.30,3.00,0.28,1.00,0.00,0.00,684.00,338.00,0.00,2.00,0.15,2.00,0.15,2.00,0.15,0.00,0.00,2.00,0.00,0.15,0.00,1.00,0.00,2.00,3.00,3.00,0.00,1.00,56.00
340,21,2013,Puno,Highland,-69.95356523,-14.93174694,68143.9,1389684,,481.00,34.60,441.00,31.70,,,254.00,18.30,,,,,,,,3.80,,,,,,,,,,,,,,,,,,,,,,,4.00,1.00,0.29,0.07,,,,,,,,
341,22,1997,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,667414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
342,22,1998,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,667414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
343,22,1999,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,718208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
344,22,2000,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,743668,,410.00,55.13,372.00,50.02,339.00,45.58,284.00,38.19,8.00,1.08,1.95,26914.00,26886.00,461.00,382.00,,99.90,1.72,33.00,,1788.00,,,,,,,,548.00,16.00,,,,,,,,,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,,,,
345,22,2001,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,743668,,421.00,56.61,384.00,51.64,342.00,45.99,291.00,39.13,19.00,2.56,4.51,31450.00,31196.00,321.00,781.00,2.05,99.19,1.03,42.00,1736.00,,,,,,,,,611.00,12.00,,,,,,,,,,0.00,0.00,0.00,1.00,1.00,0.00,2.00,,,,
346,22,2002,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,795259,,439.00,55.20,392.00,49.29,348.00,43.76,303.00,38.10,12.00,1.51,2.73,32208.00,31689.00,350.00,384.00,3.02,98.39,1.10,44.00,,,,,,,,,,515.00,13.00,,,,,,,,,,0.00,0.00,0.00,4.00,8.00,0.00,12.00,,,,
347,22,2003,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,821400,1272606.00,407.00,49.55,376.00,45.78,347.00,42.24,295.00,35.91,15.00,1.83,3.69,30192.00,29743.00,323.00,339.00,2.37,98.51,1.09,29.00,1104.00,,,,,,,,,384.00,8.00,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
348,22,2004,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,777694,1272606.00,364.00,46.81,333.00,42.82,292.00,37.55,270.00,34.72,14.00,1.80,3.85,29807.00,29532.00,243.00,315.00,2.34,99.08,0.82,41.00,1104.00,1001.00,90.67,2.00,0.20,1.00,,,345.00,338.00,6.00,,,,,,,,,,0.00,0.00,0.00,3.00,1.00,0.00,4.00,,,,
349,22,2005,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,777694,878850.00,406.00,52.21,362.00,46.55,309.00,39.73,265.00,34.08,16.00,2.06,3.94,27987.00,27793.00,280.00,342.00,3.19,99.31,1.01,53.00,1269.00,953.00,75.10,1.00,0.11,1.00,,,393.00,389.00,0.00,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
350,22,2006,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,799393,1423891.00,363.00,45.41,339.00,42.41,315.00,39.40,270.00,33.78,14.00,1.75,3.86,28530.00,28243.00,304.00,440.00,2.00,98.99,1.08,24.00,1606.00,1605.00,99.94,4.00,0.25,5.00,,,313.00,310.00,0.00,,,,,,,,,1.00,0.00,0.13,0.00,3.00,1.00,0.00,4.00,,,,
351,22,2007,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,712487,918063.00,385.00,54.04,348.00,48.84,309.00,43.37,259.00,36.35,11.00,1.54,2.86,33055.00,30014.00,293.00,,3.60,90.80,0.98,39.00,1056.00,911.00,86.27,19.00,2.09,5.00,0.00,3.00,,263.00,3.00,5.00,0.70,5.00,0.70,5.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,,0.00,,
352,22,2008,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,721755,1225557.00,386.00,53.48,353.00,48.91,280.00,38.79,229.00,31.73,21.00,2.91,5.44,34152.00,34083.00,245.00,,2.79,99.80,0.72,73.00,834.00,749.00,89.81,7.00,0.94,1.00,0.00,0.00,149.00,365.00,4.00,12.00,1.66,10.00,1.39,6.00,0.83,2.00,0.28,1.00,0.00,0.14,0.00,1.00,0.00,0.00,1.00,,2.00,,
353,22,2009,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,731044,1484652.00,379.00,51.84,354.00,48.42,288.00,39.40,241.00,32.97,25.00,3.42,6.60,36605.00,36475.00,249.00,,2.47,99.65,0.68,66.00,880.00,784.00,89.09,4.00,0.51,0.00,0.00,1.00,,380.00,40.00,17.00,2.33,17.00,2.33,9.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,
354,22,2010,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,782932,1572232.00,363.00,46.36,329.00,42.02,270.00,34.49,219.00,27.97,23.00,2.94,6.34,48038.00,47544.00,238.00,,3.06,98.97,0.50,59.00,936.00,885.00,94.55,3.00,0.34,3.00,0.00,0.00,,395.00,68.00,18.00,2.30,18.00,2.30,6.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,,3.00,
355,22,2011,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,"794,730",1512813.00,402.00,50.58,364.00,45.80,319.00,40.14,252.00,31.71,5.00,0.63,1.24,47988.00,47121.00,305.00,,3.17,98.19,0.65,45.00,846.00,798.00,94.33,64.00,8.02,0.00,0.00,0.00,0.00,352.00,15.00,30.00,3.77,25.00,3.15,16.00,2.01,5.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,,
356,22,2012,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,806452,881373.00,463.00,57.41,421.00,52.20,384.00,47.62,209.00,25.92,4.00,0.50,0.88,42076.00,41863.00,206.00,,4.77,99.49,0.49,37.00,751.00,738.00,98.27,40.00,5.42,1.00,0.00,0.00,479.00,21.00,0.00,16.00,1.36,13.00,0.99,8.00,0.99,3.00,0.37,2.00,1.00,0.25,0.12,2.00,0.00,0.00,2.00,1.00,0.00,,
357,22,2013,San Martin,Jungle,-76.72173767,-7.032692805,50714.07,818061,,380.00,46.50,333.00,40.70,,,184.00,22.50,,,,,,,,2.20,,,,,,,,,,,,,,,,,,,,,,,9.00,0.00,1.10,0.00,,,,,,,,
358,23,1997,Tacna,Coast,-70.2768173,-17.64481879,16077.53,806452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
359,23,1998,Tacna,Coast,-70.2768173,-17.64481879,16077.53,253617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
360,23,1999,Tacna,Coast,-70.2768173,-17.64481879,16077.53,269255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,3.00,0.00,3.00,,,,
361,23,2000,Tacna,Coast,-70.2768173,-17.64481879,16077.53,277188,,577.00,208.16,492.00,177.50,401.00,144.67,341.00,123.02,10.00,3.61,1.73,14223.00,14162.00,461.00,519.00,,99.57,3.26,91.00,,2217.00,,,,,,,,500.00,3.00,,,,,,,,,,0.00,0.00,0.00,0.00,5.00,0.00,5.00,,,,
362,23,2001,Tacna,Coast,-70.2768173,-17.64481879,16077.53,277188,,537.00,193.73,475.00,171.36,384.00,138.53,337.00,121.58,15.00,5.41,2.79,14288.00,14288.00,425.00,487.00,3.88,100.00,2.98,91.00,1994.00,,,,,,,,,464.00,7.00,,,,,,,,,,0.00,0.00,0.00,0.00,5.00,0.00,5.00,,,,
363,23,2002,Tacna,Coast,-70.2768173,-17.64481879,16077.53,293148,,554.00,188.98,483.00,164.76,390.00,133.04,336.00,114.62,3.00,1.02,0.54,16646.00,16646.00,413.00,487.00,2.83,100.00,2.48,93.00,,,,,,,,,,436.00,4.00,,,,,,,,,,0.00,0.00,0.00,1.00,1.00,0.00,2.00,,,,
364,23,2003,Tacna,Coast,-70.2768173,-17.64481879,16077.53,301200,304520.00,471.00,156.37,411.00,136.45,342.00,113.55,282.00,93.63,5.00,1.66,1.06,13840.00,13836.00,347.00,411.00,4.55,99.97,2.51,69.00,1164.00,,,,,,,,,369.00,1.00,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
365,23,2004,Tacna,Coast,-70.2768173,-17.64481879,16077.53,309765,304520.00,459.00,148.18,392.00,126.55,316.00,102.01,265.00,85.55,1.00,0.32,0.22,13144.00,13130.00,352.00,375.00,4.32,99.89,2.68,76.00,1164.00,1037.00,89.09,6.00,0.58,4.00,,,324.00,324.00,5.00,,,,,,,,,,0.00,0.00,0.00,1.00,0.00,0.00,1.00,,,,
366,23,2005,Tacna,Coast,-70.2768173,-17.64481879,16077.53,309765,484148.00,495.00,159.80,422.00,136.23,339.00,109.44,283.00,91.36,12.00,3.87,2.42,13836.00,13835.00,394.00,449.00,2.86,99.99,2.85,83.00,1597.00,1435.00,89.86,12.00,0.84,4.00,,,334.00,334.00,15.00,,,,,,,,,1.00,0.00,0.32,0.00,0.00,1.00,0.00,1.00,,,,
367,23,2006,Tacna,Coast,-70.2768173,-17.64481879,16077.53,325524,362045.00,405.00,124.41,359.00,110.28,287.00,88.17,238.00,73.11,6.00,1.84,1.48,12559.00,12559.00,363.00,218.00,3.47,100.00,2.89,72.00,1246.00,1161.00,93.18,5.00,0.43,3.00,,,323.00,317.00,9.00,,,,,,,,,1.00,0.00,0.31,0.00,1.00,3.00,0.00,4.00,,,,
368,23,2007,Tacna,Coast,-70.2768173,-17.64481879,16077.53,296158,442862.00,391.00,132.02,326.00,110.08,269.00,90.83,216.00,72.93,4.00,1.35,1.02,15945.00,15147.00,302.00,,3.60,95.00,1.99,57.00,1123.00,1002.00,89.23,23.00,2.30,2.00,7.00,4.00,,270.00,14.00,1.00,0.34,1.00,0.34,1.00,0.34,0.00,0.00,5.00,0.00,1.69,0.00,2.00,5.00,2.00,9.00,,0.00,,
369,23,2008,Tacna,Coast,-70.2768173,-17.64481879,16077.53,301314,509824.00,403.00,133.75,347.00,115.16,296.00,98.24,230.00,76.33,8.00,2.66,1.99,14056.00,13998.00,285.00,,2.76,99.59,2.04,51.00,1214.00,1025.00,84.43,0.00,0.00,0.00,3.00,3.00,84.00,336.00,10.00,2.00,0.66,2.00,0.66,2.00,0.66,0.00,0.00,3.00,1.00,1.00,0.33,4.00,5.00,3.00,12.00,,4.00,,
370,23,2009,Tacna,Coast,-70.2768173,-17.64481879,16077.53,306645,586888.00,413.00,134.68,365.00,119.03,297.00,96.85,228.00,74.35,10.00,3.26,2.42,16524.00,16238.00,267.00,,2.82,98.27,1.64,68.00,1329.00,1089.00,81.94,15.00,1.38,3.00,0.00,0.00,,354.00,5.00,1.00,0.33,1.00,0.33,0.00,0.00,0.00,0.00,4.00,1.00,1.30,0.33,6.00,1.00,2.00,9.00,,1.00,,
371,23,2010,Tacna,Coast,-70.2768173,-17.64481879,16077.53,320021,593500.00,389.00,121.55,333.00,104.06,272.00,84.99,207.00,64.68,10.00,3.13,2.57,16342.00,16171.00,245.00,,2.75,98.95,1.52,61.00,1080.00,927.00,85.83,1.00,0.11,2.00,11.00,0.00,,305.00,14.00,2.00,0.62,2.00,0.62,1.00,0.31,0.00,0.00,13.00,1.00,4.06,0.31,19.00,3.00,0.00,22.00,3.00,3.00,1.00,16.00
372,23,2011,Tacna,Coast,-70.2768173,-17.64481879,16077.53,"324,498",771629.00,562.00,173.19,502.00,144.80,385.00,118.64,308.00,94.92,10.00,3.08,1.78,31132.00,31081.00,331.00,,4.04,99.84,1.07,117.00,1647.00,1317.00,79.96,307.00,23.31,2.00,0.00,1.00,0.00,290.00,6.00,6.00,1.85,6.00,1.85,4.00,1.23,0.00,0.00,6.00,0.00,1.85,0.00,8.00,1.00,9.00,18.00,,5.00,,14.00
373,23,2012,Tacna,Coast,-70.2768173,-17.64481879,16077.53,328915,599114.00,463.00,140.77,414.00,125.87,330.00,100.33,260.00,79.05,12.00,3.65,2.59,26704.00,26428.00,337.00,,4.46,98.97,1.28,84.00,1375.00,1038.00,75.49,14.00,1.35,6.00,0.00,0.00,827.00,333.00,13.00,7.00,2.13,6.00,1.82,5.00,1.52,1.00,0.30,12.00,0.00,3.65,0.00,15.00,5.00,23.00,43.00,,0.00,,16.00
374,23,2013,Tacna,Coast,-70.2768173,-17.64481879,16077.53,333276,,484.00,145.20,458.00,137.40,,,297.00,89.10,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,3.00,0.00,0.90,0.00,,,,,,,,
375,24,1997,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,178525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
376,24,1998,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,178525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
377,24,1999,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,188718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
378,24,2000,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,193840,,125.00,64.49,116.00,59.84,109.00,56.23,95.00,49.01,4.00,2.06,3.20,6234.00,5039.00,104.00,110.00,,80.83,2.06,7.00,,445.00,,,,,,,,136.00,17.00,,,,,,,,,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,,,,
379,24,2001,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,193840,,99.00,51.07,90.00,46.43,83.00,42.82,67.00,34.57,1.00,0.52,1.01,5791.00,5774.00,81.00,93.00,5.50,99.71,1.40,7.00,393.00,,,,,,,,,99.00,22.00,,,,,,,,,,0.00,0.00,0.00,0.00,4.00,0.00,4.00,,,,
380,24,2002,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,204249,,93.00,45.53,88.00,43.08,79.00,38.68,69.00,33.78,10.00,4.90,10.75,4167.00,4165.00,77.00,84.00,2.68,99.95,1.85,9.00,,,,,,,,,,131.00,43.00,,,,,,,,,,0.00,0.00,0.00,1.00,4.00,0.00,5.00,,,,
381,24,2003,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,209513,87164.00,101.00,48.21,87.00,41.52,82.00,39.14,71.00,33.89,5.00,2.39,4.95,4350.00,4347.00,87.00,94.00,4.99,99.93,2.00,5.00,322.00,,,,,,,,,98.00,14.00,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
382,24,2004,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,211089,87164.00,73.00,34.58,67.00,31.74,62.00,29.37,57.00,27.00,3.00,1.42,4.11,4518.00,4455.00,75.00,88.00,5.18,98.61,1.68,5.00,322.00,242.00,75.16,0.00,0.00,0.00,,,59.00,50.00,12.00,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
383,24,2005,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,211089,127885.00,116.00,54.95,110.00,52.11,106.00,50.22,80.00,37.90,4.00,1.90,3.45,4810.00,4754.00,80.00,94.00,3.76,98.84,1.68,4.00,625.00,596.00,95.36,3.00,0.50,2.00,,,124.00,86.00,11.00,,,,,,,,,2.00,0.00,0.95,0.00,0.00,6.00,0.00,6.00,,,,
384,24,2006,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,220214,152039.00,130.00,59.03,114.00,51.77,100.00,45.41,76.00,34.51,5.00,2.27,3.85,4991.00,4841.00,107.00,107.00,3.28,97.00,2.21,14.00,528.00,341.00,64.58,9.00,2.64,2.00,,,149.00,114.00,24.00,,,,,,,,,2.00,1.00,0.91,0.45,1.00,1.00,0.00,2.00,,,,
385,24,2007,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,207204,152387.00,114.00,55.02,106.00,51.16,98.00,47.30,94.00,45.37,3.00,1.45,2.63,5144.00,5051.00,106.00,,3.38,98.19,2.10,8.00,474.00,392.00,82.70,11.00,2.81,0.00,0.00,0.00,,107.00,27.00,3.00,1.45,2.00,0.97,0.00,0.00,1.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,
386,24,2008,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,210355,230326.00,125.00,59.42,107.00,50.87,101.00,48.01,89.00,42.31,1.00,0.48,0.80,5047.00,5012.00,98.00,,2.19,99.31,1.96,6.00,465.00,401.00,86.24,4.00,1.00,0.00,0.00,0.00,44.00,137.00,16.00,2.00,0.95,0.00,0.00,0.00,0.00,2.00,0.95,8.00,0.00,3.80,0.00,8.00,0.00,0.00,8.00,,2.00,,
387,24,2009,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,213548,161288.00,122.00,57.13,100.00,46.83,80.00,37.46,74.00,34.65,6.00,2.81,4.92,4962.00,4675.00,75.00,,3.08,94.22,1.60,20.00,391.00,265.00,67.78,10.00,3.77,3.00,2.00,0.00,,106.00,45.00,4.00,1.87,4.00,1.87,2.00,0.94,0.00,0.00,8.00,9.00,3.75,4.21,7.00,1.00,0.00,8.00,,0.00,,
388,24,2010,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,221498,133361.00,84.00,37.92,89.00,40.18,52.00,23.48,47.00,21.22,8.00,3.61,9.52,3540.00,3215.00,112.00,,2.65,90.82,3.48,16.00,263.00,147.00,55.89,0.00,0.00,0.00,11.00,0.00,,62.00,17.00,6.00,2.71,4.00,1.81,2.00,0.90,2.00,0.90,8.00,0.00,3.61,0.00,8.00,5.00,2.00,15.00,,1.00,4.00,
389,24,2011,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,"224,895",199925.00,167.00,74.26,110.00,48.91,123.00,54.69,100.00,44.47,18.00,8.00,10.78,6935.00,6804.00,109.00,,3.47,98.11,1.60,26.00,522.00,375.00,71.84,20.00,5.33,0.00,0.00,4.00,9.00,120.00,32.00,9.00,4.00,5.00,2.22,4.00,1.78,4.00,1.78,2.00,0.00,0.89,0.00,1.00,4.00,1.00,6.00,,1.00,,
390,24,2012,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,228227,225885.00,140.00,61.34,125.00,49.51,107.00,41.63,96.00,36.81,2.00,0.88,1.56,6487.00,6218.00,104.00,106.00,2.75,96.13,1.81,18.00,436.00,410.00,94.04,1.00,0.24,1.00,5.00,0.00,160.00,132.00,52.00,5.00,2.19,1.00,0.44,1.00,0.44,4.00,1.75,4.00,0.00,1.75,0.00,3.00,3.00,4.00,10.00,1.00,1.00,,
391,24,2013,Tumbes,Coast,-80.54471148,-3.856307212,4688.61,231480,,94.00,40.60,83.00,35.90,,,55.00,23.80,,,,,,,,3.10,,,,,,,,,,,,,,,,,,,,,,,1.00,0.00,0.43,0.00,,,,,,,,
392,25,1997,Ucayali,Jungle,-73.44871358,-9.617665582,105356.67,380620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
393,25,1998,Ucayali,Jungle,-73.44871358,-9.617665582,105356.67,380620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,4.00,0.00,4.00,,,,
394,25,1999,Ucayali,Jungle,-73.44871358,-9.617665582,105356.67,409691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
395,25,2000,Ucayali,Jungle,-73.44871358,-9.617665582,105356.67,424410,,685.00,161.40,608.00,143.26,555.00,130.77,446.00,105.09,24.00,5.66,3.50,35630.00,17137.00,520.00,620.00,,48.10,3.03,53.00,,2989.00,,,,,,,,816.00,23.00,,,,,,,,,,0.00,0.00,0.00,0.00,4.00,0.00,4.00,,,,
396,25,2001,Ucayali,Jungle,-73.44871358,-9.617665582,105356.67,424410,,606.00,142.79,534.00,125.82,480.00,113.10,398.00,93.78,19.00,4.48,3.14,16584.00,16541.00,528.00,644.00,3.98,99.74,3.19,54.00,2404.00,,,,,,,,,812.00,34.00,,,,,,,,,,0.00,0.00,0.00,1.00,8.00,0.00,9.00,,,,
397,25,2002,Ucayali,Jungle,-73.44871358,-9.617665582,105356.67,453879,,570.00,125.58,505.00,111.26,474.00,104.43,411.00,90.55,13.00,2.86,2.28,15869.00,15798.00,487.00,614.00,3.88,99.55,3.08,31.00,,,,,,,,,,800.00,16.00,,,,,,,,,,0.00,0.00,0.00,2.00,2.00,0.00,4.00,,,,
398,25,2003,Ucayali,Jungle,-73.44871358,-9.617665582,105356.67,468785,344986.00,572.00,122.02,508.00,108.37,484.00,103.25,440.00,93.86,18.00,3.84,3.15,13381.00,13337.00,566.00,604.00,3.88,99.67,4.24,24.00,2287.00,,,,,,,,,671.00,6.00,,,,,,,,,,0.00,0.00,0.00,1.00,2.00,0.00,3.00,,,,
399,25,2004,Ucayali,Jungle,-73.44871358,-9.617665582,105356.67,464399,344986.00,638.00,137.38,568.00,122.31,522.00,112.40,467.00,100.56,21.00,4.52,3.29,14358.00,14242.00,538.00,642.00,4.16,99.19,3.78,46.00,2287.00,2143.00,93.70,5.00,0.23,4.00,,,775.00,696.00,99.00,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
400,25,2005,Ucayali,Jungle,-73.44871358,-9.617665582,105356.67,464399,336485.00,649.00,139.75,567.00,122.09,526.00,113.26,467.00,100.56,10.00,2.15,1.54,12326.00,12074.00,568.00,666.00,3.66,97.96,4.70,41.00,2020.00,1791.00,88.66,2.00,0.11,1.00,,,644.00,580.00,16.00,,,,,,,,,4.00,0.00,0.86,0.00,4.00,2.00,0.00,6.00,,,,
401,25,2006,Ucayali,Jungle,-73.44871358,-9.617665582,105356.67,474126,348084.00,667.00,140.68,569.00,120.01,526.00,110.94,404.00,85.21,11.00,2.32,1.65,11969.00,11758.00,466.00,558.00,3.44,98.24,3.96,43.00,2094.00,1678.00,80.13,1.00,0.06,0.00,,,689.00,684.00,35.00,,,,,,,,,3.00,0.00,0.63,0.00,3.00,1.00,0.00,4.00,,,,
402,25,2007,Ucayali,Jungle,-73.44871358,-9.617665582,105356.67,433218,327086.00,688.00,158.81,575.00,132.73,524.00,120.96,409.00,94.41,39.00,9.00,5.67,10975.00,10868.00,523.00,,3.36,99.03,4.81,51.00,2444.00,1860.00,76.11,0.00,0.00,0.00,10.00,0.00,,554.00,46.00,7.00,1.62,6.00,1.38,2.00,0.46,1.00,0.23,12.00,0.00,2.77,0.00,5.00,5.00,3.00,13.00,,0.00,,
403,25,2008,Ucayali,Jungle,-73.44871358,-9.617665582,105356.67,440810,551792.00,740.00,167.87,637.00,144.51,583.00,132.26,466.00,105.71,40.00,9.07,5.41,11787.00,11568.00,548.00,,2.14,98.14,4.74,54.00,2524.00,2111.00,83.64,3.00,0.14,3.00,9.00,0.00,468.00,800.00,359.00,11.00,2.50,9.00,2.04,3.00,0.68,2.00,0.45,14.00,0.00,3.18,0.00,7.00,6.00,1.00,14.00,,0.00,,
